root_id,primary_type,additional_type(s)
720575940637254628,ORN_DA4l,
720575940620957168,ORN_DA4l,
720575940633557986,ORN_DA4l,
720575940650003577,ORN_DA4l,
720575940623359466,ORN_DA4l,
720575940638203364,ORN_DA4l,
720575940623031559,ORN_DA4l,
720575940617087325,ORN_DA4l,
720575940605579110,ORN_DA4l,
720575940641776373,ORN_DA4l,
720575940615171084,ORN_DA4m,
720575940632043832,ORN_DA4m,
720575940636753118,ORN_DA4m,
720575940610255058,ORN_DA4m,
720575940623147959,ORN_DA4m,
720575940611382195,ORN_DA4m,
720575940630960780,ORN_DA4m,
720575940634984372,ORN_DA4m,
720575940637374441,ORN_DA4m,
720575940614723495,ORN_DA4m,
720575940616228213,ORN_DA4m,
720575940620337072,ORN_DA4m,
720575940617046785,ORN_DA4m,
720575940659447937,ORN_DA4m,
720575940654851489,ORN_DA4m,
720575940627185064,ORN_DA4m,
720575940616831349,ORN_DA4m,
720575940621449933,ORN_DA4m,
720575940621668428,ORN_DA4m,
720575940620774326,ORN_DA4m,
720575940617511169,ORN_DA4m,
720575940617514653,ORN_DA4m,
720575940617542996,ORN_DA4m,
720575940622052521,ORN_DA4m,
720575940623572164,ORN_DA4m,
720575940639260032,ORN_DA4m,
720575940629443628,ORN_DA4m,
720575940613365650,ORN_DA4m,
720575940631236167,ORN_DA4m,
720575940610131012,ORN_DA4m,
720575940631479570,ORN_DA4m,
720575940634414231,ORN_DA4m,
720575940613127343,ORN_DA4m,
720575940631616056,ORN_DA4m,
720575940624264340,ORN_DA4m,
720575940619563429,ORN_DA4m,
720575940623973356,ORN_DA4m,
720575940631253967,ORN_DA4m,
720575940614019112,ORN_DA4m,
720575940612149014,ORN_DA4m,
720575940633671319,ORN_DC1,
720575940607869788,ORN_DC1,
720575940626865289,ORN_DC1,
720575940607932885,ORN_DC1,
720575940614676447,ORN_DC1,
720575940629153274,ORN_DC1,
720575940643183140,ORN_DC1,
720575940629154810,ORN_DC1,
720575940622403881,ORN_DC1,
720575940639506776,ORN_DC1,
720575940629380034,ORN_DC1,
720575940622987007,ORN_DC1,
720575940623799335,ORN_DC1,
720575940629710444,ORN_DC1,
720575940618821067,ORN_DC1,
720575940626674707,ORN_DC1,
720575940624958757,ORN_DC1,
720575940621862605,ORN_DC1,
720575940638683453,ORN_DC1,
720575940617141789,ORN_DC1,
720575940627431311,ORN_DC1,
720575940638212166,ORN_DC1,
720575940627454888,ORN_DC1,
720575940627465871,ORN_DC1,
720575940634776218,ORN_DC1,
720575940624555838,ORN_DC1,
720575940627595024,ORN_DC1,
720575940631943213,ORN_DC1,
720575940643842340,ORN_DC1,
720575940605742002,ORN_DC1,
720575940648681860,ORN_DC1,
720575940623496521,ORN_DC1,
720575940611845034,ORN_DC1,
720575940635072111,ORN_DC1,
720575940616566745,ORN_DC1,
720575940632854156,ORN_DC1,
720575940628391323,ORN_DC1,
720575940626980358,ORN_DC1,
720575940616482363,ORN_DC1,
720575940638339773,ORN_DC2,
720575940631450764,ORN_DC2,
720575940617739333,ORN_DC2,
720575940629557292,ORN_DC2,
720575940626631441,ORN_DC2,
720575940617454114,ORN_DC2,
720575940628061968,ORN_DC2,
720575940621182889,ORN_DC2,
720575940638773693,ORN_DC2,
720575940620217782,ORN_DC2,
720575940661296001,ORN_DC2,
720575940618903345,ORN_DC2,
720575940611161237,ORN_DC2,
720575940611045781,ORN_DC2,
720575940631313455,ORN_DC2,
720575940614327442,ORN_DC2,
720575940614236575,ORN_DC2,
720575940614110375,ORN_DC2,
720575940610873237,ORN_DC2,
720575940630807619,ORN_DC2,
720575940639517016,ORN_DC3,
720575940627675535,ORN_DC3,
720575940634941887,ORN_DC3,
720575940623122957,ORN_DC3,
720575940639118653,ORN_DC3,
720575940629049335,ORN_DC3,
720575940628894970,ORN_DC3,
720575940628372635,ORN_DC3,
720575940616275174,ORN_DC3,
720575940622039501,ORN_DC3,
720575940633213591,ORN_DC3,
720575940641174747,ORN_DC3,
720575940631638034,ORN_DC3,
720575940631639058,ORN_DC3,
720575940628184040,ORN_DC3,
720575940628205417,ORN_DC3,
720575940624917031,ORN_DC3,
720575940626886933,ORN_DC3,
720575940625442192,ORN_DC3,
720575940649428601,ORN_DC3,
720575940649433209,ORN_DC3,
720575940628673786,ORN_DC3,
720575940635170679,ORN_DC3,
720575940638607805,ORN_DC3,
720575940615639199,ORN_DC3,
720575940636599182,ORN_DC3,
720575940616938470,ORN_DC3,
720575940629591746,ORN_DC3,
720575940617058521,ORN_DC3,
720575940637226212,ORN_DC3,
720575940629588854,ORN_DC3,
720575940617874150,ORN_DC3,
720575940611114389,ORN_DC3,
720575940625583204,ORN_DC4,
720575940631842119,ORN_DC4,
720575940625342648,ORN_DC4,
720575940620303732,ORN_DC4,
720575940614844994,ORN_DC4,
720575940616783361,ORN_DC4,
720575940625657530,ORN_DC4,
720575940626282298,ORN_DC4,
720575940607960843,ORN_DC4,
720575940627370027,ORN_DC4,
720575940624716746,ORN_DC4,
720575940610864533,ORN_DC4,
720575940629453116,ORN_DC4,
720575940615146562,ORN_DC4,
720575940631960290,ORN_DC4,
720575940639287667,ORN_DC4,
720575940623503945,ORN_DC4,
720575940621654298,ORN_DC4,
720575940632192799,ORN_DC4,
720575940631450451,ORN_DC4,
720575940645686564,ORN_DC4,
720575940620133568,ORN_DC4,
720575940623447188,ORN_DL1,
720575940628288923,ORN_DL1,
720575940624442000,ORN_DL1,
720575940606974219,ORN_DL1,
720575940621611614,ORN_DL1,
720575940627213736,ORN_DL1,
720575940631067715,ORN_DL1,
720575940632193055,ORN_DL1,
720575940631041071,ORN_DL1,
720575940605513417,ORN_DL1,
720575940631014703,ORN_DL1,
720575940627598891,ORN_DL1,
720575940634771892,ORN_DL1,
720575940649394553,ORN_DL1,
720575940659770497,ORN_DL1,
720575940653542817,ORN_DL1,
720575940616866049,ORN_DL1,
720575940631159633,ORN_DL1,
720575940628044560,ORN_DL1,
720575940625028380,ORN_DL1,
720575940621373680,ORN_DL1,
720575940614120190,ORN_DL1,
720575940626984274,ORN_DL1,
720575940646088324,ORN_DL1,
720575940615144821,ORN_DL1,
720575940630734587,ORN_DL1,
720575940631625124,ORN_DL1,
720575940625044743,ORN_DL1,
720575940611157466,ORN_DL1,
720575940614831291,ORN_DL1,
720575940622831541,ORN_DL1,
720575940639068112,ORN_DL1,
720575940615757362,ORN_DL1,
720575940633389281,ORN_DL1,
720575940609884258,ORN_DL1,
720575940638881907,ORN_DL1,
720575940609929426,ORN_DL1,
720575940623013355,ORN_DL1,
720575940619761072,ORN_DL1,
720575940638487384,ORN_DL1,
720575940623787445,ORN_DL1,
720575940638455459,ORN_DL1,
720575940614993932,ORN_DL1,
720575940638069875,ORN_DL1,
720575940626064138,ORN_DL1,
720575940616578777,ORN_DL1,
720575940639434704,ORN_DL1,
720575940608667460,ORN_DL1,
720575940629253948,ORN_DL1,
720575940619638950,ORN_DL1,
720575940621766680,ORN_DL1,
720575940626879996,ORN_DL1,
720575940635277998,ORN_DL1,
720575940621860009,ORN_DL1,
720575940623339495,ORN_DL1,
720575940631296204,ORN_DL1,
720575940643477796,ORN_DL1,
720575940630411339,ORN_DL1,
720575940611353457,ORN_DL1,
720575940619320768,ORN_DL1,
720575940635838565,ORN_DL1,
720575940619373551,ORN_DL1,
720575940614705567,ORN_DL1,
720575940620110830,ORN_DL1,
720575940622196518,ORN_DL1,
720575940608227541,ORN_DL1,
720575940622204612,ORN_DL1,
720575940608313611,ORN_DL1,
720575940634574004,ORN_DL1,
720575940625709720,ORN_DL2d,
720575940623090412,ORN_DL2d,
720575940623607527,ORN_DL2d,
720575940626769304,ORN_DL2d,
720575940629343799,ORN_DL2d,
720575940632625837,ORN_DL2d,
720575940612096370,ORN_DL2d,
720575940628690423,ORN_DL2d,
720575940611762329,ORN_DL2d,
720575940638116723,ORN_DL2d,
720575940628202089,ORN_DL2d,
720575940615629173,ORN_DL2d,
720575940615398075,ORN_DL2d,
720575940628961644,ORN_DL2d,
720575940613798195,ORN_DL2v,
720575940632014284,ORN_DL2v,
720575940624739728,ORN_DL2v,
720575940610464195,ORN_DL2v,
720575940638511267,ORN_DL2v,
720575940632091951,ORN_DL2v,
720575940618912427,ORN_DL2v,
720575940616923905,ORN_DL2v,
720575940622977799,ORN_DL2v,
720575940629567473,ORN_DL2v,
720575940620392374,ORN_DL2v,
720575940619385583,ORN_DL2v,
720575940628660224,ORN_DL2v,
720575940659164545,ORN_DL2v,
720575940634013869,ORN_DL2v,
720575940612455917,ORN_DL2v,
720575940620421153,ORN_DL2v,
720575940620148059,ORN_DL2v,
720575940619558235,ORN_DL3,
720575940632437971,ORN_DL3,
720575940630370379,ORN_DL3,
720575940632570593,ORN_DL3,
720575940613403390,ORN_DL3,
720575940614410719,ORN_DL3,
720575940624694078,ORN_DL3,
720575940624711216,ORN_DL3,
720575940630990732,ORN_DL3,
720575940613686674,ORN_DL3,
720575940627251786,ORN_DL3,
720575940625420290,ORN_DL3,
720575940613858922,ORN_DL3,
720575940630852138,ORN_DL3,
720575940619367083,ORN_DL3,
720575940631544740,ORN_DL3,
720575940631321675,ORN_DL3,
720575940619304212,ORN_DL3,
720575940625176250,ORN_DL3,
720575940631932108,ORN_DL3,
720575940630679749,ORN_DL3,
720575940634987000,ORN_DL3,
720575940623925180,ORN_DL3,
720575940621132969,ORN_DL3,
720575940605266865,ORN_DL3,
720575940621374633,ORN_DL3,
720575940621399462,ORN_DL3,
720575940645559662,ORN_DL3,
720575940644746606,ORN_DL3,
720575940644221038,ORN_DL3,
720575940621914392,ORN_DL3,
720575940640113616,ORN_DL3,
720575940620673776,ORN_DL3,
720575940622333027,ORN_DL3,
720575940608277771,ORN_DL3,
720575940639564496,ORN_DL3,
720575940620537264,ORN_DL3,
720575940619755457,ORN_DL3,
720575940608615363,ORN_DL3,
720575940620348342,ORN_DL3,
720575940609867310,ORN_DL3,
720575940620255092,ORN_DL3,
720575940637965621,ORN_DL3,
720575940623071270,ORN_DL3,
720575940620167083,ORN_DL3,
720575940636388750,ORN_DL3,
720575940636227696,ORN_DL3,
720575940623257597,ORN_DL3,
720575940635618734,ORN_DL3,
720575940619973211,ORN_DL3,
720575940630033962,ORN_DL3,
720575940634761208,ORN_DL3,
720575940633940761,ORN_DL3,
720575940639089571,ORN_DL3,
720575940630014917,ORN_DL3,
720575940621082138,ORN_DL3,
720575940627159704,ORN_DL3,
720575940626979271,ORN_DL3,
720575940629274935,ORN_DL3,
720575940629020675,ORN_DL3,
720575940626996632,ORN_DL3,
720575940626162707,ORN_DL3,
720575940626583059,ORN_DL3,
720575940626279557,ORN_DL3,
720575940629853015,ORN_DL3,
720575940628164907,ORN_DL3,
720575940628790784,ORN_DL3,
720575940629904748,ORN_DL3,
720575940626501458,ORN_DL3,
720575940626872593,ORN_DL3,
720575940626680453,ORN_DL3,
720575940616364545,ORN_DL3,
720575940628398791,ORN_DL3,
720575940628277327,ORN_DL3,
720575940628280911,ORN_DL3,
720575940615093398,ORN_DL3,
720575940627820035,ORN_DL3,
720575940628835840,ORN_DL3,
720575940627820649,ORN_DL3,
720575940613419315,ORN_DL4,
720575940635584398,ORN_DL4,
720575940623276471,ORN_DL4,
720575940626867593,ORN_DL4,
720575940626461706,ORN_DL4,
720575940616899073,ORN_DL4,
720575940617215700,ORN_DL4,
720575940608607445,ORN_DL4,
720575940608007893,ORN_DL4,
720575940624335548,ORN_DL4,
720575940613042728,ORN_DL4,
720575940632966445,ORN_DL4,
720575940617217537,ORN_DL4,
720575940608090972,ORN_DL4,
720575940622495114,ORN_DL4,
720575940622421542,ORN_DL4,
720575940623959566,ORN_DL4,
720575940608253891,ORN_DL4,
720575940634183103,ORN_DL4,
720575940617244116,ORN_DL4,
720575940623816596,ORN_DL4,
720575940617737873,ORN_DL4,
720575940639306355,ORN_DL4,
720575940623026357,ORN_DL4,
720575940633523808,ORN_DL4,
720575940614934178,ORN_DL4,
720575940621110305,ORN_DL4,
720575940623071485,ORN_DL4,
720575940605724081,ORN_DL4,
720575940630720810,ORN_DL4,
720575940616472465,ORN_DL4,
720575940623087069,ORN_DL4,
720575940606123209,ORN_DL4,
720575940618576542,ORN_DL4,
720575940614357407,ORN_DL4,
720575940637594458,ORN_DL4,
720575940631060291,ORN_DL4,
720575940631102279,ORN_DL4,
720575940625260837,ORN_DL4,
720575940627453895,ORN_DL4,
720575940619843520,ORN_DL4,
720575940639076696,ORN_DL4,
720575940621609754,ORN_DL4,
720575940615305484,ORN_DL4,
720575940621594281,ORN_DL4,
720575940606483890,ORN_DL4,
720575940621581061,ORN_DL4,
720575940625022352,ORN_DL4,
720575940635803822,ORN_DL4,
720575940618145147,ORN_DL4,
720575940619357264,ORN_DL4,
720575940629888599,ORN_DL4,
720575940628407375,ORN_DL5,
720575940628431671,ORN_DL5,
720575940637728063,ORN_DL5,
720575940616256059,ORN_DL5,
720575940610724306,ORN_DL5,
720575940612160153,ORN_DL5,
720575940628597291,ORN_DL5,
720575940635978638,ORN_DL5,
720575940615089970,ORN_DL5,
720575940626867081,ORN_DL5,
720575940617340646,ORN_DL5,
720575940623205705,ORN_DL5,
720575940623353488,ORN_DL5,
720575940623129587,ORN_DL5,
720575940622547661,ORN_DL5,
720575940611905138,ORN_DL5,
720575940632637139,ORN_DL5,
720575940627363349,ORN_DL5,
720575940621424397,ORN_DL5,
720575940625341880,ORN_DL5,
720575940615380530,ORN_DL5,
720575940615657119,ORN_DL5,
720575940619812487,ORN_DL5,
720575940624853276,ORN_DL5,
720575940618640542,ORN_DL5,
720575940630696901,ORN_DL5,
720575940620719743,ORN_DL5,
720575940631964371,ORN_DL5,
720575940630511055,ORN_DL5,
720575940625694857,ORN_DL5,
720575940619243691,ORN_DL5,
720575940624304432,ORN_DL5,
720575940612674257,ORN_DL5,
720575940608053852,ORN_DL5,
720575940604352689,ORN_DL5,
720575940633175196,ORN_DL5,
720575940619675056,ORN_DL5,
720575940626589053,ORN_DL5,
720575940633259360,ORN_DL5,
720575940623971848,ORN_DL5,
720575940617056064,ORN_DL5,
720575940630366780,ORN_DL5,
720575940627316303,ORN_DM1,
720575940606001074,ORN_DM1,
720575940647088004,ORN_DM1,
720575940605328230,ORN_DM1,
720575940622891923,ORN_DM1,
720575940617351990,ORN_DM1,
720575940622281399,ORN_DM1,
720575940622651389,ORN_DM1,
720575940639080526,ORN_DM1,
720575940620574305,ORN_DM1,
720575940622276791,ORN_DM1,
720575940622262593,ORN_DM1,
720575940610059726,ORN_DM1,
720575940626976522,ORN_DM1,
720575940622564621,ORN_DM1,
720575940627163560,ORN_DM1,
720575940607927817,ORN_DM1,
720575940639427416,ORN_DM1,
720575940643977070,ORN_DM1,
720575940643980910,ORN_DM1,
720575940627526735,ORN_DM1,
720575940627996315,ORN_DM1,
720575940645824035,ORN_DM1,
720575940642284704,ORN_DM1,
720575940635562096,ORN_DM1,
720575940627253865,ORN_DM1,
720575940616546333,ORN_DM1,
720575940619789248,ORN_DM1,
720575940623942119,ORN_DM1,
720575940619702337,ORN_DM1,
720575940624045155,ORN_DM1,
720575940624223888,ORN_DM1,
720575940632224031,ORN_DM1,
720575940617825563,ORN_DM1,
720575940619451233,ORN_DM1,
720575940624689336,ORN_DM1,
720575940615723350,ORN_DM1,
720575940619419757,ORN_DM1,
720575940629728732,ORN_DM1,
720575940614102930,ORN_DM1,
720575940631240296,ORN_DM1,
720575940618539422,ORN_DM1,
720575940631217782,ORN_DM1,
720575940614522847,ORN_DM1,
720575940614559163,ORN_DM1,
720575940630664273,ORN_DM1,
720575940630496975,ORN_DM1,
720575940618696920,ORN_DM1,
720575940629918762,ORN_DM1,
720575940625821758,ORN_DM1,
720575940633471839,ORN_DM1,
720575940633509407,ORN_DM1,
720575940629350782,ORN_DM1,
720575940628800277,ORN_DM1,
720575940636187054,ORN_DM1,
720575940636093541,ORN_DM1,
720575940619844534,ORN_DM1,
720575940620071872,ORN_DM1,
720575940635757936,ORN_DM1,
720575940620028788,ORN_DM1,
720575940617577797,ORN_DM1,
720575940628621316,ORN_DM1,
720575940637472053,ORN_DM1,
720575940626868818,ORN_DM1,
720575940635146926,ORN_DM1,
720575940626779644,ORN_DM1,
720575940628429056,ORN_DM1,
720575940628749111,ORN_DM1,
720575940623062749,ORN_DM2,
720575940625360784,ORN_DM2,
720575940626147971,ORN_DM2,
720575940630612280,ORN_DM2,
720575940639024462,ORN_DM2,
720575940623085495,ORN_DM2,
720575940647097732,ORN_DM2,
720575940655010209,ORN_DM2,
720575940621325338,ORN_DM2,
720575940654194337,ORN_DM2,
720575940649134969,ORN_DM2,
720575940622880588,ORN_DM2,
720575940636741488,ORN_DM2,
720575940624951020,ORN_DM2,
720575940622685367,ORN_DM2,
720575940633311328,ORN_DM2,
720575940622440840,ORN_DM2,
720575940633203225,ORN_DM2,
720575940628677626,ORN_DM2,
720575940635094426,ORN_DM2,
720575940622099294,ORN_DM2,
720575940638576829,ORN_DM2,
720575940631228719,ORN_DM2,
720575940622039551,ORN_DM2,
720575940641039067,ORN_DM2,
720575940624500519,ORN_DM2,
720575940635184485,ORN_DM2,
720575940631925132,ORN_DM2,
720575940644237591,ORN_DM2,
720575940631923816,ORN_DM2,
720575940631295116,ORN_DM2,
720575940629384953,ORN_DM2,
720575940625825820,ORN_DM2,
720575940603356128,ORN_DM2,
720575940620577217,ORN_DM2,
720575940614735372,ORN_DM2,
720575940613539478,ORN_DM2,
720575940613437359,ORN_DM2,
720575940615747259,ORN_DM2,
720575940616203067,ORN_DM2,
720575940620932717,ORN_DM2,
720575940616398898,ORN_DM2,
720575940611696370,ORN_DM2,
720575940616713473,ORN_DM2,
720575940616886228,ORN_DM2,
720575940617234077,ORN_DM2,
720575940609586645,ORN_DM2,
720575940617645652,ORN_DM2,
720575940614427055,ORN_DM2,
720575940605915872,ORN_DM2,
720575940619277733,ORN_DM2,
720575940619725844,ORN_DM2,
720575940606698882,ORN_DM2,
720575940620679233,ORN_DM2,
720575940618701703,ORN_DM3,
720575940620109550,ORN_DM3,
720575940629724247,ORN_DM3,
720575940629842681,ORN_DM3,
720575940615578054,ORN_DM3,
720575940623059347,ORN_DM3,
720575940630141558,ORN_DM3,
720575940622540969,ORN_DM3,
720575940622540713,ORN_DM3,
720575940630569815,ORN_DM3,
720575940630645067,ORN_DM3,
720575940614610630,ORN_DM3,
720575940629452670,ORN_DM3,
720575940628994524,ORN_DM3,
720575940628822906,ORN_DM3,
720575940628823674,ORN_DM3,
720575940625539786,ORN_DM3,
720575940628674686,ORN_DM3,
720575940616360633,ORN_DM3,
720575940623808509,ORN_DM3,
720575940628358406,ORN_DM3,
720575940630869522,ORN_DM3,
720575940628303183,ORN_DM3,
720575940624210407,ORN_DM3,
720575940627157135,ORN_DM3,
720575940619454656,ORN_DM3,
720575940625283770,ORN_DM3,
720575940626730058,ORN_DM3,
720575940620685889,ORN_DM3,
720575940623457609,ORN_DM3,
720575940616581981,ORN_DM3,
720575940624975909,ORN_DM3,
720575940614726546,ORN_DM3,
720575940641282523,ORN_DM3,
720575940621282774,ORN_DM3,
720575940630971434,ORN_DM3,
720575940636883034,ORN_DM3,
720575940611177386,ORN_DM3,
720575940611637418,ORN_DM3,
720575940635126452,ORN_DM3,
720575940643396768,ORN_DM3,
720575940611916274,ORN_DM3,
720575940643407520,ORN_DM3,
720575940634706035,ORN_DM3,
720575940634703987,ORN_DM3,
720575940632824531,ORN_DM3,
720575940632576482,ORN_DM3,
720575940643931336,ORN_DM3,
720575940633850593,ORN_DM3,
720575940649434489,ORN_DM3,
720575940631166535,ORN_DM3,
